row_id,OBJECTID,AADT,AADT_YEAR,CARTO_CLASS,FLOW_DIRECTION,FROM_LEFT_ADDRESS,FROM_RIGHT_ADDRESS,FROM_STREET,LANES,OWNERSHIP,ROADSEGMENTID,SOURCE,SOURCE_DATE,SPEED_LIMIT,STREET,SUBCATEGORY,TO_LEFT_ADDRESS,TO_RIGHT_ADDRESS,TO_STREET,Shape__Length
1276,55684,1500,2003,LOCAL STREET,TWOWAY,267,270,SHADELAND CRES,2,KIT,8681,REG PLAN 1304,2003-04-22T00:00:00.000000,40,HAZELGLEN DR,LOCAL,295,298,INGLESIDE DR,140.048399674056
1277,55685,1752,1999,COLLECTOR,TWOWAY,84,81,ROBERTS CRES,2,KIT,10838,REG PLAN 1246,2002-08-13T00:00:00.000000,40,KINGSWOOD DR,MINOR,84,89,FLINT DR,77.0072788452913
1278,55687,500,2003,LOCAL STREET,TWOWAY,104,97,SOUTHWOOD CRT,2,KIT,21959,REG PLAN 1417,2002-08-13T00:00:00.000000,40,SOUTHWOOD DR,LOCAL,118,125,DEVONGLEN DR,101.897394930141
1279,55688,900,2003,LOCAL STREET,TWOWAY,164,155,SUTTON PL,2,KIT,9604,REG PLAN 1497,2002-08-13T00:00:00.000000,40,SOUTHWOOD DR,LOCAL,180,191,SANDSPRINGS CRES,106.617806420137
1280,55690,4226,2008,ARTERIAL,TWOWAY,1450,1425,HOMER WATSON BLVD,4,KIT,600353,UPDATE,2004-02-09T00:00:00.000000,50,BLOCK LINE RD,MAJOR,1450,1425,FALLOWFIELD DR,183.179625289276
1281,55691,638,2021,COLLECTOR,TWOWAY,90,91,MANOR DR,2,KIT,22195,REG PLAN 1340,2003-05-30T00:00:00.000000,40,MORRISON RD,MINOR,116,115,GRAND RIVER BLVD,175.333916345659
1282,55692,200,2003,LOCAL STREET,TWOWAY,114,107,LEWIS CRES,2,KIT,22164,REG PLAN 1340,2003-04-22T00:00:00.000000,40,MANOR DR,LOCAL,118,123,MORRISON RD,96.0243374097289
1283,55694,500,2005,LOCAL STREET,TWOWAY,37,2,RIEHM ST,2,KIT,601313,30T-96006,2004-11-09T00:00:00.000000,40,HARDING ST,LOCAL,83,88,HELENA FEASBY ST,219.674472294886
1284,55695,6960,2022,COLLECTOR,TWOWAY,7,4,DEVON ST,2,KIT,5879,REG PLAN 104,2003-04-22T00:00:00.000000,40,PARK ST,MINOR,59,60,VICTORIA ST S,211.021559043969
1285,55696,500,2005,LOCAL STREET,TWOWAY,7,6,ROBERT FERRIE DR,2,KIT,601433,30T-04203,2004-08-16T00:00:00.000000,40,MOSSGROVE DR,LOCAL,31,26,MONARCH WOODS DR,158.17893559454
1286,55697,500,2005,LOCAL STREET,TWOWAY,7,2,FAIRWAY CRES,2,KIT,601155,30T-00201,2004-08-31T00:00:00.000000,40,TREMAINE DR,LOCAL,15,18,TREMAINE CRES,96.6504579785119
1287,55698,500,2005,LOCAL STREET,TWOWAY,3,4,HELENA FEASBY ST,2,KIT,601295,30T-01207,2004-11-09T00:00:00.000000,40,FREY CRES,LOCAL,127,92,HELENA FEASBY ST,351.613168992346
1288,55701,400,2007,COLLECTOR,TWOWAY,3,2,PARKVALE DR,2,KIT,600630,30T-01201,2003-06-10T00:00:00.000000,40,FEATHERSTONE ST,LOCAL,3,24,FEATHERSTONE CRES,88.0965866971164
1289,55702,400,2003,LOCAL STREET,TWOWAY,125,126,PROSPERITY DR,2,KIT,600120,58M-342,2005-02-03T00:00:00.000000,40,FOXGLOVE CRES,LOCAL,153,154,END,115.952499418935
1290,55703,829,2001,COLLECTOR,TWOWAY,388,395,MANITOULIN CRES,2,KIT,22381,REG PLAN 1447,2003-05-30T00:00:00.000000,40,GRAND RIVER BLVD,MINOR,400,399,MORRISON RD,91.3008732314957
1291,55707,200,2005,LOCAL STREET,TWOWAY,500,501,BANFFSHIRE CRT,2,KIT,600849,58M-348,2005-03-24T00:00:00.000000,40,BANFFSHIRE CRES,LOCAL,524,533,BANFFSHIRE ST,128.871863415676
1292,55709,450,2003,LOCAL STREET,TWOWAY,3,2,ROCHEFORT ST,2,KIT,600601,58M-338,2004-12-21T00:00:00.000000,40,TOTTENHAM ST,LOCAL,83,82,MAITLAND ST,230.302171956712
1293,55710,400,2003,LOCAL STREET,TWOWAY,3,2,ROCHEFORT ST,2,KIT,600602,58M-338,2004-12-21T00:00:00.000000,40,CHANTILLY ST,LOCAL,83,64,MAITLAND ST,230.474761621328
1294,55712,463,2023,LOCAL STREET,TWOWAY,86,75,WALKER ST,2,KIT,22328,REG PLAN 308,2003-04-22T00:00:00.000000,40,JANSEN AVE,LOCAL,100,119,GUERIN AVE,118.631029010165
1295,55715,2241,2020,COLLECTOR,TWOWAY,209,210,BRISBANE DR,2,KIT,600879,58M-327,2004-09-13T00:00:00.000000,40,FALLOWFIELD DR,MINOR,221,226,ANASTASIA DR,202.643880168787
1296,55717,2298,2019,COLLECTOR,TWOWAY,141,136,JOSHUA ST,2,KIT,600882,58M-327,2004-09-13T00:00:00.000000,40,FALLOWFIELD DR,MINOR,161,180,BRISBANE DR,184.464474139407
1297,55719,450,2003,LOCAL STREET,TWOWAY,5,8,DOON VALLEY DR,2,KIT,16055,REG PLAN 1472,2004-02-09T00:00:00.000000,40,ORCHARD MILL CRES,LOCAL,89,86,DOON VALLEY DR,307.21773423536
1298,55720,3000,2003,COLLECTOR,TWOWAY,179,182,OLD PARK LANE,2,KIT,21039,REG PLAN 1551,2003-04-22T00:00:00.000000,40,HIGHVIEW DR,MINOR,187,186,OLD PARK LANE,63.0859824932793
1299,55721,100,2003,LOCAL STREET,TWOWAY,14,3,WESTFOREST TRAIL,2,KIT,4820,REG PLAN 1689,2003-04-22T00:00:00.000000,40,FOREST BREEZE CRT,LOCAL,54,51,CUL DE SAC,127.369267983423
1300,55723,750,2003,LOCAL STREET,TWOWAY,57,56,RUSH MEADOW CRES,2,KIT,600642,58M-292,2003-09-11T00:00:00.000000,40,RUSH MEADOW ST,LOCAL,85,84,RUSH MEADOW CRES,99.7250961743517
1301,55725,5241,2021,COLLECTOR,TWOWAY,671,680,KNELL DR,2,KIT,6091,REG PLAN 1198,2003-04-22T00:00:00.000000,40,GLASGOW ST,MAJOR,795,790,WESTWOOD DR,644.846171651227
1302,55727,800,2003,COLLECTOR,TWOWAY,2,5,WOOLWICH ST N,2,KIT,540401,REG PLAN 58M-182,2003-02-10T00:00:00.000000,40,HAWKSWOOD DR,MINOR,30,33,CONDOR ST,151.133021243703
1303,55728,460,2012,LOCAL STREET,TWOWAY,119,108,WINDING MEADOW CRT,2,KIT,600421,58M-313,2004-04-14T00:00:00.000000,40,WESTMEADOW DR,MINOR,353,348,SUNNY MEADOW CRT,647.597410148172
1304,55729,2064,2023,COLLECTOR,TWOWAY,262,253,KEEWATIN AVE,2,KIT,15802,REG PLAN 1403,2003-04-22T00:00:00.000000,40,HERITAGE DR,MINOR,328,315,LORRAINE AVE,346.133156194675
1305,55731,393,2024,COLLECTOR,TWOWAY,100,89,ARDWOOD PL,2,KIT,22451,REG PLAN 1823,2003-12-18T00:00:00.000000,40,IDLE CREEK DR,MINOR,140,141,BRIARFIELD CRT,414.835404637718
1306,55734,100,2003,LOCAL STREET,TWOWAY,901,900,STEEPLERIDGE ST,2,KIT,600221,58M-324,2004-09-07T00:00:00.000000,40,FOXBROOK CRT,LOCAL,933,928,CUL DE SAC,72.2089482138736
1307,55737,300,2003,LOCAL STREET,TWOWAY,121,122,CARLTON ST,2,KIT,8748,REG PLAN 778,2003-04-22T00:00:00.000000,40,METZLOFF DR,LOCAL,145,140,MONTROSE AVE,81.5262341083177
1308,55738,500,2003,LOCAL STREET,TWOWAY,123,124,MARLBOROUGH AVE,2,KIT,8514,REG PLAN 230,2003-04-22T00:00:00.000000,40,NORTH DR,LOCAL,131,130,HIGHLAND RD W,90.1905399809798
1309,55739,500,2003,LOCAL STREET,TWOWAY,5,4,KELLY DR,2,KIT,20742,REG PLAN 1196,2003-04-22T00:00:00.000000,40,FURNESS DR,LOCAL,43,44,EAGEN DR,220.854764808462
1310,55741,750,2003,LOCAL STREET,TWOWAY,47,40,CARLYLE PL,2,KIT,21786,GIS STAFF,2003-12-09T00:00:00.000000,40,CARLYLE DR,LOCAL,99,90,WINDY RIDGE DR,182.113961894144
1311,55742,750,2003,LOCAL STREET,TWOWAY,103,108,WINDY RIDGE DR,2,KIT,21792,GIS STAFF,2003-12-09T00:00:00.000000,40,CARLYLE DR,LOCAL,153,128,BIEHN DR,225.765308218671
1312,55744,1156,2003,LOCAL STREET,TWOWAY,140,135,BRENTWOOD AVE,2,KIT,13265,REG PLAN 651,2003-04-22T00:00:00.000000,40,MONTGOMERY RD,LOCAL,178,135,FAIRMOUNT RD,220.138850238039
1313,55750,4310,2019,COLLECTOR,TWOWAY,223,228,HAVENWOOD CRT,2,KIT,21118,REG PLAN 1551,2003-04-22T00:00:00.000000,40,HIGHVIEW DR,MINOR,255,256,IRA NEEDLES BLVD,166.145588050178
1314,55751,2222,2023,LOCAL STREET,TWOWAY,100,87,OLD CARRIAGE CRT,2,KIT,22086,REG PLAN 1373,2003-04-22T00:00:00.000000,40,OLD CARRIAGE DR,LOCAL,200,225,HOMER WATSON BLVD,496.460186655225
1315,55752,400,2013,COLLECTOR,TWOWAY,594,565,HIDEAWAY CRT,2,KIT,602345,58M-528,2012-11-25T00:00:00.000000,40,THOMAS SLEE DR,MINOR,594,577,ROBERT FERRIE DR,83.9327322017034
1316,55753,13439,2015,ARTERIAL,TWOWAY,1425,1400,FISCHER HALLMAN RD,5,REG,9503,REG PLAN 820,2003-07-29T00:00:00.000000,50,OTTAWA ST S,MAJOR,1493,1450,INTERNATIONAL PL,629.711383393037
1317,55757,3485,2013,ARTERIAL,TWOWAY,1600,1601,SCENIC DR,4,REG,22312,REG PLAN 1114,2003-04-22T00:00:00.000000,50,RIVER RD E,MAJOR,1600,1601,MORGAN AVE,764.785486646614
1318,55759,700,2003,LOCAL STREET,TWOWAY,122,121,DIEPPE AVE,2,KIT,11088,REG PLAN 647,2003-04-22T00:00:00.000000,40,WILHELM ST,LOCAL,136,137,MARGARET AVE,105.489458760383
1319,55760,8870,2000,COLLECTOR,TWOWAY,151,160,ADAM ST,3,KIT,6678,REG PLAN 39,2003-04-22T00:00:00.000000,40,MARGARET AVE,MAJOR,165,160,WILHELM ST,87.2925882659388
1320,55762,250,2005,LOCAL STREET,TWOWAY,11,10,EDEN OAK TRAIL,2,KIT,600053,30T-97013-MOD-MAR-5-2004,2004-03-05T00:00:00.000000,40,STILLWATER ST,LOCAL,159,158,SPRING CREEK ST,434.165493017463
1321,55763,1618,2022,LOCAL STREET,TWOWAY,3,14,ACTIVA AVE,2,KIT,600445,58M-308,2004-02-18T00:00:00.000000,40,HENHOEFFER CRES,LOCAL,39,26,HENHOEFFER CRT,103.593014789364
1322,55764,906,2023,LOCAL STREET,TWOWAY,117,132,MADELEINE ST,2,KIT,600592,58M-338,2004-12-21T00:00:00.000000,40,MAITLAND ST,LOCAL,149,142,MACHADO ST,94.0651729837616
1323,55765,613,1999,LOCAL STREET,TWOWAY,11,70,WESTMOUNT RD W,2,KIT,6169,REG PLAN 1319,2003-04-22T00:00:00.000000,40,VICMOUNT DR,LOCAL,103,100,VICTORIA ST S,316.969082517151
1324,55766,200,2003,LOCAL STREET,TWOWAY,15,2,VICTORIA ST S,2,KIT,20633,REG PLAN 1671,2003-04-22T00:00:00.000000,40,FENWICK CRT,LOCAL,15,12,LYNNHAVEN CRT,74.2768736979879
1325,55767,300,2003,LOCAL STREET,TWOWAY,10,11,QUEENSTON DR,2,KIT,15862,REG PLAN 1178,2003-04-22T00:00:00.000000,40,QUEENSTON CRES,LOCAL,98,95,QUEENSTON DR,376.409646179076
1326,55769,400,2003,LOCAL STREET,TWOWAY,7,8,GUELPH ST,2,KIT,11221,REG PLAN 736,2003-04-22T00:00:00.000000,40,CRESTWOOD AVE,LOCAL,67,66,FAIRFIELD AVE,253.550833422897
1327,55770,458,2021,LOCAL STREET,TWOWAY,185,184,GUELPH ST,2,KIT,8814,REG PLAN 63,2003-04-22T00:00:00.000000,40,WATERLOO ST,LOCAL,233,234,PELTZ AVE,219.296499113193
1328,55772,450,2003,LOCAL STREET,TWOWAY,27,4,KEEWATIN AVE,2,KIT,25524,REG PLAN 1829,2003-04-22T00:00:00.000000,40,DUNNIGAN DR,LOCAL,63,60,KNOLLWOOD CRT,187.705329105785
1329,55775,1653,2010,COLLECTOR,TWOWAY,120,115,TECUMSEH CRES,2,KIT,11559,REG PLAN 1180,2003-12-18T00:00:00.000000,40,MONTCALM DR,MINOR,124,119,OLD YORK CRES,63.1641638263401
1330,55778,500,2003,LOCAL STREET,TWOWAY,534,553,LOIS ST,2,KIT,15742,REG PLAN 937,2003-04-22T00:00:00.000000,40,EPHRAIM ST,LOCAL,592,599,RIVER RD E,225.057489490807
1331,55785,1117,2022,LOCAL STREET,TWOWAY,40,5,INDIAN RD,2,KIT,23184,REG PLAN 1202,2003-12-18T00:00:00.000000,40,MCGEE AVE,LOCAL,80,69,OTTAWA ST N,287.901628515578
1332,55786,1450,2003,LOCAL STREET,TWOWAY,536,529,MILL VIEW ST,2,KIT,22083,REG PLAN 1487,2004-02-09T00:00:00.000000,40,MILL PARK DR,LOCAL,648,649,MILL VIEW ST,503.227054493056
1333,55787,6457,2022,COLLECTOR,TWOWAY,611,612,MAUSSER AVE,2,KIT,20880,REG PLAN 971,2003-04-22T00:00:00.000000,40,STIRLING AVE S,MINOR,659,658,HOMER WATSON BLVD,295.54817909024
1334,55788,369,2019,LOCAL STREET,TWOWAY,7,16,LAKESIDE DR,2,KIT,20668,REG PLAN 876,2003-04-22T00:00:00.000000,40,GATEWOOD RD,LOCAL,201,202,WESTMOUNT RD E,652.229542166237
1335,55789,450,2003,LOCAL STREET,TWOWAY,7,18,HOFFMAN ST,2,KIT,11740,REG PLAN 886,2003-04-22T00:00:00.000000,40,DONLEY ST,LOCAL,33,28,KELVIN AVE,111.918665127209
1336,55790,336,2022,LOCAL STREET,TWOWAY,27,30,YAGER AVE,2,KIT,6585,REG PLAN 924,2003-04-22T00:00:00.000000,40,SOUTHMOOR DR,LOCAL,117,92,YAGER AVE,242.225197405037
1337,55795,1050,2021,LOCAL STREET,TWOWAY,69,76,JOSEPH ST,2,KIT,5889,REG PLAN 80,2003-04-22T00:00:00.000000,40,WATER ST S,LOCAL,135,124,FORK IN ROAD,205.97696836552
1338,55796,200,2003,LOCAL STREET,TWOWAY,1,2,END,2,KIT,8690,REG PLAN 38,2003-04-22T00:00:00.000000,40,HILDA PL,LOCAL,17,16,DAVID ST,87.4565973059555
1339,55799,500,2005,LOCAL STREET,TWOWAY,3,8,JOSEPH SCHOERG CRES,2,KIT,600977,30T-95016,2003-07-30T00:00:00.000000,40,JACOB GINGRICH DR,LOCAL,35,28,LANGTON DR,171.674500618976
1340,55800,3086,2019,COLLECTOR,TWOWAY,966,967,VALEWOOD PL,3,KIT,10446,REG PLAN 660,2003-09-09T00:00:00.000000,40,UNION ST,MINOR,976,967,EDWIN ST,90.3317965860451
1341,55801,878,2021,COLLECTOR,TWOWAY,167,158,TUERR DR,2,KIT,9676,REG PLAN 1416,2002-08-13T00:00:00.000000,40,THE COUNTRY WAY,MINOR,283,280,COLONY DR,497.712809747949
1342,55802,1200,2003,LOCAL STREET,TWOWAY,23,30,KESSELRING DR,2,KIT,9677,REG PLAN 1416,2002-08-13T00:00:00.000000,40,COUNTRYSIDE CRES,LOCAL,175,148,KESSELRING DR,542.993412275586
1343,55803,1618,2020,COLLECTOR,TWOWAY,170,153,OLD COUNTRY DR,2,KIT,9298,REG PLAN 1329,2002-08-13T00:00:00.000000,40,COUNTRY HILL DR,MINOR,194,153,COACH HILL DR,193.648619212698
1344,55804,1200,2009,COLLECTOR,TWOWAY,367,364,NICHOLE CRES,2,KIT,9743,REG PLAN 1588,2002-08-13T00:00:00.000000,30,THE COUNTRY WAY,MINOR,381,388,NICHOLE CRES,109.320486976439
1345,55805,604,2022,LOCAL STREET,TWOWAY,44,41,WEBER ST E,2,KIT,10780,MCP 756,2002-01-21T00:00:00.000000,40,ARLINGTON BLVD,LOCAL,116,119,END,252.886500810574
1346,55808,302,2022,LOCAL STREET,TWOWAY,6,5,BECKER ST,2,KIT,10107,REG PLAN 780,2003-12-18T00:00:00.000000,40,SHERWOOD AVE,LOCAL,76,71,SMITHSON ST,241.347925804477
1347,55812,450,2003,LOCAL STREET,TWOWAY,6,7,SUFFOLK AVE,2,KIT,10162,REG PLAN 771,2003-12-18T00:00:00.000000,40,CHELSEA RD,LOCAL,26,25,KENSINGTON AVE,98.144927983504
1348,55813,300,2003,LOCAL STREET,TWOWAY,7,4,GEORGIAN ST,2,KIT,10339,REG PLAN 1413,2003-04-22T00:00:00.000000,40,GEORGIAN CRES,LOCAL,131,118,GEORGIAN PL,436.528586031505
1349,55814,1078,2021,COLLECTOR,TWOWAY,54,55,IDLE RIDGE CRT,2,KIT,25361,REG PLAN 1823,2003-12-18T00:00:00.000000,40,DAIMLER DR,MINOR,62,63,IDLE CREEK DR,249.045622677441
1350,55819,200,2005,LOCAL STREET,TWOWAY,103,100,BANFFSHIRE ST,2,KIT,601708,58M-607,2018-01-16T00:00:00.000000,40,ROCKCLIFFE DR,MINOR,115,120,TARTAN AVE,197.238700421029
1351,55821,15000,2003,COLLECTOR,TWOWAY,600,585,HOMER WATSON BLVD,4,KIT,21996,REG PLAN 1309,2003-04-22T00:00:00.000000,40,DOON VILLAGE RD,MINOR,600,601,MILLWOOD CRES,124.548552715414
1352,55826,1900,2020,COLLECTOR,TWOWAY,650,633,EDWIN ST,2,KIT,12642,REG PLAN 250,2003-04-22T00:00:00.000000,40,GUELPH ST,MINOR,668,671,ST VINCENT ST,142.7660321468
1353,55829,250,2003,LOCAL STREET,TWOWAY,7,10,SUMMIT AVE,2,KIT,6181,REG PLAN 1057,2003-04-22T00:00:00.000000,40,LARKSPUR CRES,LOCAL,73,68,SUMMIT AVE,336.660980009157
1354,55830,2356,2017,COLLECTOR,TWOWAY,215,208,BRIERDALE DR,2,KIT,22530,REG PLAN 1661,2003-12-18T00:00:00.000000,40,OLDFIELD DR,MINOR,235,232,MICHENER CRES,136.338878419715
1355,55832,5000,2003,COLLECTOR,TWOWAY,304,303,DUMFRIES AVE,2,KIT,9885,REG PLAN 768,2003-04-22T00:00:00.000000,40,KRUG ST,MAJOR,364,363,BECKER ST,206.550484586148
1356,55833,450,2003,LOCAL STREET,TWOWAY,2,3,PALMER AVE,2,KIT,11659,REG PLAN 239,2003-04-22T00:00:00.000000,40,KENNEDY AVE,LOCAL,20,23,KENT AVE,163.542225520229
1357,55834,1332,2021,LOCAL STREET,TWOWAY,15,10,OLD ZELLER DR,2,KIT,600051,30T-97013-MOD-MAR-5-2004,2004-03-05T00:00:00.000000,40,EDEN OAK TRAIL,LOCAL,23,26,STILLWATER ST,98.6753045749628
1358,55835,1640,2020,COLLECTOR,TWOWAY,40,31,GOUNDRY CRES,2,KIT,9740,REG PLAN 1588,2002-08-13T00:00:00.000000,40,ERINBROOK DR,MINOR,64,67,THE COUNTRY WAY,174.974829940732
1359,55839,450,2003,LOCAL STREET,TWOWAY,5,12,METZLOFF DR,2,KIT,8638,REG PLAN 778,2003-04-22T00:00:00.000000,40,MONTROSE AVE,LOCAL,43,36,EDGEWOOD DR,135.70960083393
1360,55840,650,2003,LOCAL STREET,TWOWAY,9,12,FOREST HILL DR,2,KIT,6135,REG PLAN 1057,2003-04-22T00:00:00.000000,40,SUMMIT AVE,LOCAL,9,12,LARKSPUR CRES,90.5479503016368
1361,55841,3136,2008,COLLECTOR,TWOWAY,188,183,ROSENEATH CRES,2,KIT,9469,REG PLAN 1368,2002-08-13T00:00:00.000000,40,LAURENTIAN DR,MINOR,188,195,BLACKHORNE DR,69.9466039004888
1362,55843,300,2003,LOCAL STREET,TWOWAY,206,207,CHERRY HILL DR,2,KIT,9363,REG PLAN 1329,2002-08-13T00:00:00.000000,40,COACH HILL DR,LOCAL,214,207,MURRAYHILL CRT,61.9676729804669
1363,55846,450,2003,LOCAL STREET,TWOWAY,17,14,PATHFINDER CRES,2,KIT,21948,REG PLAN 1455,2004-02-09T00:00:00.000000,40,PATHFINDER CRES,LOCAL,185,202,PATHFINDER CRES,667.779156151325
1364,55849,3003,2023,COLLECTOR,TWOWAY,463,470,BIRCHCLIFF AVE,2,KIT,6226,REG PLAN 1161,2003-04-22T00:00:00.000000,40,GREENBROOK DR,MINOR,583,584,RUSKVIEW RD,469.528002114455
1365,55850,450,2003,LOCAL STREET,TWOWAY,5,16,ARNOLD ST,2,KIT,10422,REG PLAN 318,2003-04-22T00:00:00.000000,40,OXFORD ST,LOCAL,45,56,ELIZABETH ST,190.78844153839
1366,55852,620,2022,LOCAL STREET,TWOWAY,501,500,WINDFLOWER DR,2,KIT,40094,58M-55,2003-07-29T00:00:00.000000,40,WINDFLOWER CRES,LOCAL,711,720,WINDFLOWER DR,504.666535008165
1367,55853,450,2003,LOCAL STREET,TWOWAY,42,29,KENSINGTON AVE,2,KIT,9948,REG PLAN 771,2003-12-18T00:00:00.000000,40,CHELSEA RD,LOCAL,48,55,WANDSWORTH PL,90.5838456131995
1368,55856,450,2003,LOCAL STREET,TWOWAY,64,59,WANDSWORTH PL,2,KIT,9950,REG PLAN 771,2003-12-18T00:00:00.000000,40,CHELSEA RD,LOCAL,112,75,BELLEVIEW AVE,160.676830704203
1369,55857,450,2003,LOCAL STREET,TWOWAY,44,37,PERKELL PL,2,KIT,9918,REG PLAN 841,2003-12-18T00:00:00.000000,40,KENSINGTON AVE,LOCAL,84,77,CHELSEA RD,205.544446168639
1370,55858,450,2003,LOCAL STREET,TWOWAY,2,7,HAHN PL,2,KIT,6513,REG PLAN 917,2003-04-22T00:00:00.000000,40,HEARTH CRES,LOCAL,96,93,RAYLENE DR,406.637536925005
1371,55866,1219,2021,COLLECTOR,TWOWAY,169,184,COURTLAND AVE E,2,KIT,11612,REG PLAN 368,2003-04-22T00:00:00.000000,40,MADISON AVE S,MINOR,207,204,HOPP ST,183.896417286302
1372,55867,1250,2003,LOCAL STREET,TWOWAY,518,511,ELKINGTON DR,2,KIT,15887,REG PLAN 928,2003-04-22T00:00:00.000000,40,MANCHESTER RD,LOCAL,522,529,TANGLEWOOD AVE,87.0935798684944
1373,55869,916,2021,LOCAL STREET,TWOWAY,70,53,OXFORD ST,2,KIT,10479,PARCELID,2003-04-22T00:00:00.000000,40,ARNOLD ST,LOCAL,102,91,LANCASTER ST W,205.618865759715
1374,55870,611,2017,LOCAL STREET,TWOWAY,188,187,BIRCH AVE,2,KIT,10392,OTHER,2003-04-22T00:00:00.000000,40,ARNOLD ST,LOCAL,212,211,MAPLE AVE,104.517297399782
1375,55873,737,2021,COLLECTOR,TWOWAY,1052,1047,TILT DR,2,KIT,22079,58R-13325 DOON MILLS DR EXTENSION,2004-04-01T00:00:00.000000,40,DOON VILLAGE RD,MINOR,1122,1133,OREGON DR,319.942702839621
1376,55875,636,2022,LOCAL STREET,TWOWAY,423,422,TERRACE WOOD CRES,2,KIT,601507,30T-96004,2003-07-15T00:00:00.000000,40,DEER RIDGE DR,MINOR,467,470,TERRACE WOOD CRES,328.652368424885
1377,55881,861,2022,COLLECTOR,TWOWAY,233,226,DEER RIDGE DR,2,KIT,40223,58M-84,2003-04-22T00:00:00.000000,40,DEER RIDGE DR,MINOR,277,280,TERRACE WOOD DR,288.808860523427
1378,55885,850,2009,LOCAL STREET,TWOWAY,18,31,CENTENNIAL RD,2,KIT,25486,58R-8631,2003-04-22T00:00:00.000000,40,FORWELL RD,LOCAL,38,37,END,615.140710065154
1379,55888,150,2003,LOCAL STREET,TWOWAY,11,16,COLEBROOK CRT,2,KIT,9560,REG PLAN 1369,2002-08-13T00:00:00.000000,40,COLEBROOK CRT,LOCAL,95,98,COLEBROOK CRT,314.198987818855
1380,55889,2193,2019,LOCAL STREET,TWOWAY,903,912,ZELLER DR,2,KIT,600067,30T-97012-MOD-MAR-5-2004,2004-03-05T00:00:00.000000,40,ZELLER CRES,LOCAL,989,988,ZELLER DR,349.120352801913
1381,55892,1708,2021,COLLECTOR,TWOWAY,12,15,OLD CHICOPEE DR,2,KIT,23252,REG PLAN 1608,2003-12-18T00:00:00.000000,40,EDENBRIDGE DR,MINOR,28,35,CHARTWELL CRT,186.048422333087
1382,55894,2060,2024,COLLECTOR,TWOWAY,189,196,SPRINGMOUNT DR,2,KIT,12108,REG PLAN 1607,2003-12-18T00:00:00.000000,40,OLDFIELD DR,MINOR,193,204,BRIERDALE DR,84.3678826933339
1383,55895,250,2003,LOCAL STREET,TWOWAY,52,53,MICHENER CRES,2,KIT,22541,REG PLAN 1628,2003-05-30T00:00:00.000000,40,SPRINGMOUNT DR,LOCAL,66,71,MICHENER CRES,105.977253958088
1384,55896,532,2021,LOCAL STREET,TWOWAY,192,191,INLET AVE,2,KIT,23143,REG PLAN 1055,2003-12-18T00:00:00.000000,30,HICKSON DR,LOCAL,204,191,SECORD AVE,98.6746102595931
1385,55901,100,2003,LOCAL STREET,TWOWAY,300,301,DINISON CRES,2,KIT,9485,REG PLAN 1605,2002-08-13T00:00:00.000000,40,DINISON PL,LOCAL,332,331,CUL DE SAC,50.6058106427749
1386,55902,100,2003,LOCAL STREET,TWOWAY,308,301,RISTAU CRES,2,KIT,9530,REG PLAN 1605,2002-08-13T00:00:00.000000,40,RISTAU PL,LOCAL,334,337,CUL DE SAC,22.934831314159
1387,55903,150,2003,LOCAL STREET,TWOWAY,7,6,ACTIVA AVE,2,KIT,600450,58M-308,2004-02-18T00:00:00.000000,40,DOLL CRT,LOCAL,23,22,CUL DE SAC,38.2845740742267
1388,55904,150,2003,LOCAL STREET,TWOWAY,12,15,CHELSEA RD,2,KIT,9949,REG PLAN 771,2003-12-18T00:00:00.000000,40,WANDSWORTH PL,LOCAL,88,49,CUL DE SAC,186.308270283502
1389,55906,250,2003,LOCAL STREET,TWOWAY,136,127,MATTHEW CRT,2,KIT,10360,REG PLAN 1413,2003-04-22T00:00:00.000000,40,MATTHEW ST,LOCAL,136,143,NATCHEZ RD,86.0799770294543
1390,55908,100,2003,LOCAL STREET,TWOWAY,65,68,LANARK CRT,2,KIT,21174,REG PLAN 1446,2003-04-22T00:00:00.000000,40,LANARK CRES,LOCAL,73,76,CLAYCROFT CRES,95.9861021115826
1391,55909,1208,2023,LOCAL STREET,TWOWAY,88,99,ANTHONY PL,2,KIT,13197,REG PLAN ,2003-12-18T00:00:00.000000,40,RENNIE DR,LOCAL,180,179,RIVER RD E,363.614026420697
1392,55910,450,2003,LOCAL STREET,TWOWAY,8,7,CONWAY DR,2,KIT,23216,REG PLAN 1197,2003-12-18T00:00:00.000000,40,GAY CRES,LOCAL,138,139,CONWAY DR,569.118473503997
1393,55911,500,2003,LOCAL STREET,TWOWAY,262,259,FIFTH AVE,2,KIT,13293,REG PLAN 950,2002-08-13T00:00:00.000000,40,GREENFIELD AVE,LOCAL,278,285,SIXTH AVE,118.072936289855
1394,55912,9256,2007,ARTERIAL,TWOWAY,421,400,OTTAWA ST S,3,KIT,10824,REG PLAN 1358,2002-08-13T00:00:00.000000,40,STRASBURG RD,MAJOR,453,440,KINGSWOOD DR,246.602102004982
1395,55913,9645,2007,ARTERIAL,TWOWAY,599,634,BLACKHORNE DR,3,KIT,10812,REG PLAN 1329,2002-08-13T00:00:00.000000,40,STRASBURG RD,MAJOR,599,634,BLOCK LINE RD,143.434891781622
